text,label
私はホテルでのチェックインではなかったので、あまりホテルの方とお話する機会がなかったのですが、朝食の際のスタッフの方の対応、とても良かったです♪,p
不満ではないですが携帯の電波がほとんど届かないのが少々困った点です。,k
４年たっているとは思えないほど清潔感にあふれ、またフロントを始めスタッフの方々の対応が、ビジネスホテルとは思えないほど丁寧で、気持ちよく宿泊することができました。,p
今回一番の決め手となった朝食は、ネットと異なり種類は少なく、飲み物は水のみで、お料理は冷めていてがっかりしました。,k
夜遅くのチェックインになりましたが、気持良く親切に対応していただき、嬉しかったです。,p
朝食も和洋食から選べて満足でした。,p
が、「クラブサロン」の案内が曖昧で、こちらから聞いても「１Ｆのラウンジです」としか教えてもらえず、そのラウンジでも、海椿のサービスカードを見せながらここでいいのかと聞いても、「どうぞ」と言うばかり。,k
部屋はゆったりとしていて良かったです。,p
今年オープンしたばかりということもあって設備は新しく綺麗でした。,p
モデムの使用方法などは部屋にあったのですが、モデムをフロントで貸し出しているというインフォメーションが無かったため、部屋中探し回ってしまいました。,k
連絡などのホテルとしての体制もしっかりして頂きたいです。,y
初めての利用でしたが、チェックインの際のフロントの方の対応が冷たかった。,k
他のクチコミに有る様な事を気にしていましたが、特に不便はありませんでした。,e
２部屋に分かれて宿泊したので隣り合った部屋がここしかなかったのかなとあきらめましたけれど。。,k
夜遅かったにも関わらず、親切に対応していただきました。,p
期待していた炭酸泉も良かったです。,p
私の携帯番号はホテルに届けて有るのに、このような条件の悪い部屋になるとは事前に一言の連絡もありませんでした。,k
最初の問い合わせを受けて頂いた方がプランを確認していなかったということだったのでしょうか？,k
朝食券をもらっていなかったので言おうと思っていたら、外から帰って来た時に渡された。,e
全体的には問題ないが、清掃をお願いしたいです。,e
食事する場所もあるし、スーパーも24時間やってるので便利でした。,p
料理は美味しかったので、暖かくなったらまた使わせていただきます。,p
リーズナブルな料金の割には、天然温泉付が嬉しかったです。,p
ビール、ワインも良心価格で嬉しいです。,p
お勧めします！,p
安い部屋に変えるなら理由を説明して欲しかった。,y
歯ブラシやかみそり、ブラシより、必要性が薄いかと・・・廊下の話し声は良く聞こえます。,k
ＴＶも地デジで空気清浄器もあり非常に快適に過ごせました。,p
浴衣もアメニティもマッサージチェアもＣＤもＰＣも満足。,p
朝食バイキングが団体さんの後らしく、何も残っていませんでした。,k
お客さんは少なかったので、私たちは忘れられていたのかと思いました。,k
駅から近い立地も良く、係員の対応も丁寧で印象が良かった。,p
駐車場も広くサービスも良かったです。,p
西館はオートロックでの出入り。（以前より味が良くなった）,p
室内からインターネット接続するのにモデム貸し出しをしてくれたので助かりました。,p
先ず受付けの後藤さんは、大変ご懇切で丁寧なご対応で第一印象がとても良かった。,p
も言うことないと思います。,p
部屋は喫煙で希望したが、あまりにも臭いので変更してほしい、と言ったら”一旦チェックインしたら変更は無理”の一点張り。,k
加賀屋での宿泊は毎年恒例の行事になりつつありますが、来年の宿泊が今から楽しみでなりません。,p
こればかりはホテルのつくりが悪いからしょうがないのでしょうが。,k
食事もおいしく量も良かったです。,p
地中海風の建物の雰囲気もよく、静かでのんびり過ごす事が出来ました。,p
【朝食】まぁ、よかったです。,p
Ｔ字剃刀があるのに・・ちょっと驚きました。,k
こちらのＲ＆Ｂさんには初めて宿泊しましたが駅から近くていいですね。,p
こちらも一言聞けばよかったのですが、こうしたサービスについては宿側から提示していただきたいですね。,y
４人の友人と、中山道６９次の最終回、浦和から日本橋までを歩きゴールした夜に泊り、疲れも取れて最高の思い出になりました。,p
・浴室備え置きの無料のティーパック、朝用と夜用（カフェイン量が違う？）があって、ちょっとよかったです。,p
旅行の前泊で利用しましたが、関空の目の前で立地もよく、ゆっくりできました。,p
車だとチョット山道を走るのでみはらしはよいですよ。,p
欲を言えば朝食時に、ご飯、生卵などあるともっと嬉しいです。,y
風呂とトイレが別々なのがいいです。,p
角部屋でうれしかったです。,p
ただ、扉などの建て付けが甘く感じました。,k
リーズナブルなわりには部屋も綺麗なので、毎回出張の際には利用させて頂いてます。,p
深夜まで仕事をした上で宿泊する場合と、今回のようにキャンセルせざるを得ない場合があるので、深夜になってもキャンセルできるよう予約システムの改善を検討していただければ良いかと思います。,k
ただ、プランで予約してあったのですが、チェックインの際にこちらから言わないとプランの食事券をくれなかったのは残念でした。,k
部屋にアイロンや加湿器など取り揃えてあり、靴を脱いで過ごす部屋だったので一般的なホテルよりも寛いで過ごすことができた。,p
素泊まりプランで予約でしたが朝食現地予約可能で従業員も対応よく、朝食も予約料金で設定してくれました。,p
なのか、あまり温泉！って感じがしませんでした。,k
駅に近く、値段が安いにもかかわらず部屋もよく、朝食も値段以上のものだったと感じた。,p
気持ち良く宿泊できました。,p
全てに清潔で気持ちよく過ごせました。,p
宿泊料、駐車無料、朝粥と大変良い。,p
また、チェックインの前に、荷物を預かってもらえ、部屋も、レディース階に変更してもらえ、セキュリティのしっかりした高層階で過ごせました。,p
最後の桜えびごはんにデザートまで手が込んでいて良かったです。,p
バイキング以外にワンプレートがあり、とてもリーズナブルに美味しくお腹一杯食べれた事がとても嬉しかったです。,p
新聞サービスはサンプル的な表示がしてありましたが続けてほしいですね。,y
お風呂は洗い場が別にあるので、小さな子供連れには便利です。,p
当日の予約で、お得な値段で宿泊できました。,p
良かったです、満足しています。,p
調整は出来ないものなのでしょうか？,y
ちょっと料金の割にせまいかな・・・と感じました。,k
ロープウェイが休みと知って、急遽ホテルを変更したのですが、変更した甲斐がありました。,p
安いプランでもサービスの質を落とさず、親切丁寧なホテルです。,p
噂には聞いていましたが、福井県では最高かもしれません。,p
向後は利用したくない施設の一つになった。,k
折角のレストランがあるのに・・・。,k
駅・ドームから近いので凄く便利です。,p
あと、今回一緒に宿泊した彼が魚介が苦手な人だったので、出来たら肉料理にしていただきたいと楽天さんを通して伝えていただいたはずなのですが、出てきたお料理は舟盛りと、少量のお肉で、他のお客様と同じだったように思えました。,k
ますます快適に過ごせそうです。,p
それ以外は本当に良かったです。,p
車を従業員が移動するのはいいけどワイパーのスイッチがいれっぱなし。,k
あと、プランでは「女性用浴衣の無料サービス」とあったのですが、受けられませんでした。,k
部屋、朝食、従業員さんのサービスなど、満足いたしました。,p
食べ放題、飲み放題プランだったのでてっきりお野菜もと思いましたが、お肉のみだったのが残念でしたが、このお値段で内容、肉質には大変満足でした。,e
小樽出身で、久しぶりに訪れ、楽しみにしていただけに残念に思いました。,k
あったのが良かったです。,p
部屋もきれいで機会があればまた利用したいと思います。,p
フロントの方をはじめ、スタッフの方の対応も気持ちよくて、思わずまた利用しようと思う程です。,p
宿泊者にわからなければいいと思ったのかもしれませんが、肌に触れるものはどのようなものでも、土足で歩く床には置かれたくないですね。,k
でも広くてきれいで、とても気持ちよく泊まれました。,p
ポイント会員募集していましたが、楽天からの予約ではポイント付与でくないとのことで残念でした。,k
部屋の希望など聞いていただきありがとうございました。,p
ひっそりとした場所にあってよかったのですが、疲れた時に駅から宿までの距離がこたえました。,e
だいぶ落ち着いて安定した感じがする一方、壁や部屋の什器など、少しくたびれてきたかなという印象ももちました。,e
立地は申し分なかったです。,p
この事だけが非情に残念で成りません。,k
メニューはとても良かったです。,p
ホテルの方達は皆さん笑顔で優しい対応をしてくださいました。,p
近くにはコンビニはありますが、深夜に食事をする場所は少ないです。,k
駅から近くて便利でした。,p
恐らく５時間分の駐車券が１枚少なかったのではと思いますが、このようなミスが起きないよう十分注意して欲しいものです。,y
ビジネスホテルってかんじで他のＪＡＬホテルと比べると部屋もサービスもＣランクです。,k
お風呂場がとても広くゆったりして落ち着きます。,p
非常に便利です。,p
とても素敵なホテルでした。,p
要望ですがチェックインを１９時迄にして頂けると非常に助かります。,y
部屋は申し分なく特にベット＆枕は快適でした。,p
部屋もお風呂も大変満足させてもらったので、景色があれば、なお最高でした。,p
部屋や浴室は十分な広さがあり、とても過ごしやすかったです。,p
それと、朝食サービスがあるとの事でこちらに宿泊を決めましたが、宿泊客に対して席が少ないのか、待っていても座れず、結局食べれませんでした。,k
夜はお口でとろける飛騨牛しゃぶしゃぶ、朝食も火をつけるものが二つもあって贅沢です。,p
また宿泊したいホテルですね。,p
そういう配慮が嬉しかったです。,p
そして、ふるさとのご主人も女将さんもお父様も、皆さん素敵な方で、朗らかで、親切丁寧に接して頂けました。,p
いろんな意見があったので、少々不安でしたが、私の泊まった部屋は、室内もバスルームも広く（確かにトイレの流れが多少悪かったですがコツをつかめば大丈夫）、とても清潔で快適でした。,e
露天風呂があればさらに良かったですが。,y
料金以上の部屋、朝食で大変満足しました。（両親が宿泊）,p
朝食も美味しくいただけました。,p
この部屋は木が邪魔できれいな海がいまいちでした。?,k
駅から遠いのは許容範囲でした。,e
清潔感がありとてもいいです。,p
人の話しは聞かないし話しを聞くように注意したらどうぞみたいな対応で謝りもしない精算時にクレジットカードを使用したら磁気の無いところをスキャンしてこのカードは使えないので違うカードにしてくれなど自分は全く悪くないみたいな対応をしてきますすごく気分を害しましたもう二度と利用しません,k
何かの間違いかと、別の方に聞き直しても、「フロントでお支払い下さい」の一点張り。,k
従業員の方にも大変ご親切にしていただきありがとうございました。,p
他の方が書かれている通り建物の外観は会社の保養所の様です（笑）。,k
まずは立地が良く、建物もしっかりしている感じ。,p
とても寒い日でしたが、到着してすぐ温かいおしぼりを出してくださって、とても嬉しかったです。,p
玄関からベルの方に親切にご案内いただき、フロントの方もレストランの手配をしてくださったり、細やかにご配慮いただきました。,p
短時間でもパソコンの作業などがし易い！と個人的には感じました。,p
そうであれば、待遇の良否の情報を予め提供すべきである。,y
朝のバイキングも、お値段からすればとても充実していたと思います。,p
今までで最悪です。,k
ホテルの場所も直ぐに分りました、大浴場も満足です。,p
部屋は普通です。,e
※サービス券配布やめないで下さい。,y
サービスがよかったです。,p
宿泊者は中国系の団体客が多く、ロビーは騒々しかったですが、宿泊階や部屋は静かでした。,e
新しいホテルだけあってすごくキレイでした。,p
全体的に素敵なホテルなので、値段が多少高くなってもいいので、お昼の会席みたいな食事をお願いします。,e
きれいです,p
「ロープウェイの姥子駅から行くつもりで強羅駅にいますが、チエックインが少し遅れます」と電話すると最終ロープウェイは、もうないとのことで早雲山駅へ車で迎えに来ていただきほんとうに助かりました。,p
家族3人で泊まりましたが、宿泊代金が安いのに、部屋も広く奇麗で、また風呂も広く、子供も大喜びでした。,p
朝食会場では食器をガチャガチャ片づける裏の方の音が気になりました。,k
部屋は狭いですが３２型液晶テレビなど設備は十分です。,e
さんざん待たせ「今回はこちらの料金でさせてもらいました」との一言にカチン・・・ポイント１０倍プランなのに、本当に１０倍付けてもらえるのか？,k
フロントのアロマの香りはなかなか気持ちよいです。,p
駅から近く、大浴場のあるホテルがいいということで、さがしました。,p
チェックインにフロントに行っても２名いた係員共顔すら上げない。,k
あれは一体何なのでしょうか？,k
ホテルに着くとネットとはかなり違う姿に苦笑しました。,k
宿泊する分には、特に不満はありません。,e
駅からホント近くて骨折してて歩くの不便な時だったので助かりました。,p
特にベットのコーナーラックはメガネや携帯などの小物置きに重宝します。,p
お風呂もきれいな広いもので満足です。,p
母も、岩盤浴も気に入り、ベッドの方が寛げたと喜んでいました。,p
建物の老朽化は否めないですが、それも伝統と受け止めることができます。,e
ただ、佐世保はいろいろ美味しいお店もあるし、ここで食べるもどうかなとも思い・・・場所は佐世保駅の真ん前で、三浦天主堂も近く、観光も楽しめます。,p
駅から近く、素敵なエントランスロビーが印象的でした。,p
ベットの寝心地もいつもながらよいです。,p
新しいし、禁煙ルームへの宿泊であったので、きれいでゆっくりできました。,p
朝食は和食・洋食から選べましたが、和食を選んだところ多過ぎず少な過ぎずでおいしくいただきました。,p
ビールのサービスもポイント高いです。,p
"早めに予約をしたので、朝食込みで4,500円ですが、コストパフォーマンスは高いと思います。",p
全体的にすごくよかったです。,p
立地が良く、部屋も広く清潔で大変心地よく滞在できたと両親から報告を受けました。,p
翌日の電車時間を確認して徒歩も含めた移動時間を計算しておかないと不安があります。,k
でも夜、近くの飲食店のにぎわいで、早くに就寝する方には向いていないかと思われますが、気にならなければGOODです。,e
机の照明も、部屋の照明も蛍光灯で、明るいのがいいですね。,p
国分町から歩いてすぐの距離で、飲んだ後に歩いて帰れる立地が良かったです。,p
部屋の広さはやや広めでとても素敵なデザインのインテリア、シャワーの水圧など快適でした。,p
季節を変えてまた利用したいと思いますが、チェックアウトの時間がもう少し遅ければいいのにと思います。,e
立地天文館なので立地はとても良かった。,p
客間から完全に隠す必要もないかと思われますが・・・。,y
到着時と、ｏｕｔ時のフロントの対応は親切で良かったのですが。,p
あと、精算のときに、クレジット決済で手配していたのに全額請求され、指摘してすぐに確認・訂正請求していただいたが、「終わり良ければ・・・」の真逆で、一気に気持ちが冷めてしまった。（間違いは誰にでもあると思うが、やはりそこはちょっとという感じ）,k
ドレッシングや、ソースも一味違います。,p
何を使っているのか考えながら食べるのも楽しかったです（＾＿＾）たまたま紅葉館を利用する事になったのですが、気遣いのサービスが出来るステキな宿でした。（部屋から見える三重塔もステキでした）,p
コストパフォーマンスが素晴らしい。,p
全体的には満足です！,p
今回は一人だったので、心細い思いするかと、ちょっと心配してましたが、十分楽しめました。（周りは全て、カップルだった）,p
部屋は、、、禁煙ツインルームを予約したのに部屋がタバコ臭くて慣れるまで大変でした。,k
非常に冷えた日でしたが、館内および室内は寒さを感じることもなく、快適に過ごせました。,p
立地、フロントサービス、部屋、設備、どれをとっても満足です。,p
基本的に和室の方が好きなのでそれは結構なのですが窓の外が一面屋根屋根屋根だったため、これだけが残念でした。,k
ただ、近くのおすすめの食事どころを教えてもらって行ったら営業していなかったり、翌朝の二条城の情報も間違っていたり（閉城日であった）と情報があてになりませんでした。,k
こちらのバイキングはメニューも豊富で揚げたての天婦羅や焼きたてのステーキは最高でした。,p
きちんと、その係りがいるのだから、案内されるものと思っていたので、少し驚きました。,k
とてもきれいなホテルで、室内も清潔です。,p
チェックイン時に一言あるとよかったですね。,y
接客に関してはかなりサービスが良いと感じました！,p
当初1泊の所、急遽連泊する事になりましたが、別々の予約にも関わらず同じ部屋に宿泊出来、領収書もまとめて頂き助かりました。,p
全体としては雰囲気も良く、高台で眺めも申し分なくコストパフォーマンスの高い宿泊施設と思います（壁が薄いのはもんだい！！）。,e
通常宿泊者を軽視し過ぎています。,k
接客もGOODで、総合で5点満点つけました。,p
クッションは色々揃っていて、それはよかったのですが・・・・建物内の遮音性が高くない。,k
しいて不満な点をあげると風呂場に浴衣があると記載してありましたが、浴衣がなかった。,k
22時過ぎの到着、7時半の出発で慌ただしかったのですが、良く対応して頂き、助かりま>した。,p
コストパフォーマンスの非常に高いホテルで、今後もプライベートでも利用し続けると思いますので、宜しくお願いします。,p
場所も分かりやすく駅からも近いので最高です。,p
海椿に泊まり、お部屋や食事は良かったと思います。,p
お部屋も、新しいとは言えませんが、値段から想像していたより広めで、クローゼットが,e
サービスもよくて、おかげさまで、楽しかったです。,p
せめて風呂の広い部屋へチェンジできないものかと問い合わせると、どの部屋も同じタイプのユニットバスとのこと。,k
仕事がたてこんでいて遠距離通勤の私にとって、職場の近くのこのホテルは、安くて気軽に利用できて朝食付きだったのでラッキーでした。,p
難点は朝、直射日光がまぶしくてブラインドを下ろしても駄目、カーテンを閉め切らないと机でパソコンが打てないほどまぶしかったです。,k
でも地下鉄出口０分、コンビニ敷地内、中華街すぐと立地・サービス共に最高でした。,p
食べるのにまだまだ手のかかる子どもがいても、夕食・朝食とも部屋食なので落ち着いて食べられてよかったです。,p
お土産のお米もおいしくいただきました。,p
温泉好きにはもって来いの宿です。,p
セキュリティの観点から見回りされるのは全く問題ありませんが、女風呂を見回る方は、女性にしてほしいです。,y
残念です。,k
残念なのは、風呂＆トイレ設備がやや古く、トイレにウォシュレットがついていません。,k
よく覚えていませんが部屋はぼろぼろでした。,k
気になる点は?,k
部屋のライトがもう少し明るくできるとうれしいのですが・・・それと、ルームサービスの食事内容ももうちょっと充実してもらえるとうれしいです。,y
スタッフの方々の印象がかなり良く、気持ち良く宿泊できます！,p
歌舞伎町で入る朝の露天風呂は中々のものだった。,p
温泉・お部屋・食事、どれもすべて満足で、大変よかったのですが、夜の12時頃にもう一度露天風呂に入りたくて露天風呂に入りに行きました。,p
"あえて言えば,24時間営業にしてもらえると,さらに助かるな,と思います。",y
外国の方からしたら少し迷う立地の様でしたが、困るまでには至らず、おかげ様で満足して帰国されました。,e
チェックアウトの際の会計伝票でも予約とは違った金額が記入されていました。,k
精一杯の対応はしていただけたので不満はありませんが、あの付近は飲食店が少ないので、もう少しいろいろ紹介してもらえると助かりました。,k
安いプランで利用しましたがとても快適に過ごせました。,p
１階のロビーは趣向がほどこされており、ゆったりとくつろぐことができました。,p
立地、値段がずば抜けています。,p
朝食はパン（＋ポテトサラダ）だけなのですが、美味しくてよかったです。,p
部屋はなかなかいい感じでした。,p
事前にいろいろ要望をお伝えさせていただきましたが、それに答えていただけてとてもうれしかったです。,p
一つ；夜、就寝前に温泉に浸かりたかったが、一度、エントランスを出なければならないことが大げさに云うと、精神的負担になり実現せず。,k
どうせ買うなら、しっかりした傘を購入したい。,y
朝食もバイキングになっており最高でした。,p
部屋はタバコ臭くなかったし、荷物を開けてしまい、めんどくさかったので、そのままの部屋にして頂きました。,k
１１月８日に続く連泊だったが、大変くつろがせてもらった。,p
ほんま安くてサービス良くて、いつも褒めてばっかなのですが、今回は一言苦言を。,e
ベルガールさんも大変親切で、気持ちがホンワカ温まりました。,p
アメニティが一切置かれてないのに、入浴剤だけは置いてありました。,k
仕事から帰ると部屋に暖房が入れてあり、寒い日でしたが、とても嬉しいサービースでした。,p
写真で見る限りちょっと抵抗があったのですが、行ってみたらとても落ち着いた感じでした。,e
新南口ということで少し歩きましたが、改札出てすぐだったので非常にわかりやすいです。,p
蕎麦アレルギーなので、そばは、食べれなかったのですが、味は少し濃いめかなと、思いましたが、おいしかったですよ。,p
このたび一番の楽しみなのが、やはり、温泉、でもとてもぬるくて、なかなか、温まらなくて、特に露天にはいったらとてもさらにぬるくて入った気がしませんでした。,k
「お連れ様のおかげんは大丈夫ですか？」「ご紹介させて頂いた店はご満足いただけましたでしょうか？」「今回も○○をお部屋にお持ちいたしましょうか？」「カードキーの事では大変失礼致しました」本当に、申し送りやメモがきちんとしていなければ、出来ないことです。,p
従業員もみな感じがいいし、お部屋も比較的広くてすごしやすかったです。,p
入口とフロントの場所が違く手戸惑いました。,k
これで経営成り立つのかと、余計な心配してしまうほどでした。,e
駅に近く、助かりました。,p
お部屋・料理・サービスなど大変満足しています。,p
エコを考えての事だと思いますが‥お部屋の１つの他に、フロント脇に置かれているアメニティーグッズ同様、お茶類も数種類を置いてはいかがでしょうか？,y
朝食のパン美味しいですね。,p
うちの両親もとても気に入っていたので、ぜひまた両親と行きたいです。,p
今回、他の方の口コミを参考に決めさせて頂きましたが、大正解でした。,p
ただ、オールインワン・タイプのシャンプー（リンス、ボディソープ兼）は慣れない為に扱いが難しかったです。,k
スタッフの方も丁寧な対応をしていただき気持ちよかったです。,p
泊った部屋は1偕で広く新しいのでとても綺麗でベッドも一人なのにセミダブルだったしこれまた広く満足したが欠点は椅子が木のとても安いと思われる腰かけで座面は固く座ると痛い椅子であったことでした。,e
あと近くにコンビニがあると便利でしたね。,y
夜に、手作りのおにぎりのサービスがあり大変感動しました。,p
特にお料理が良かったです。,p
“準備中”の看板は、９時３０分以降に掲げてください。,y
いつ行っても２度と行かないだろうと思うほどフロントのサービスが悪いです。,k
駐車場が満車寸前でちょっと焦りましたが、係の人が誘導してくれて助かりました。,p
女性の足では、京急から5分、ＪＲから10分では着きません。,k
部屋の暖房が室内で切っても暑くなって少し寝苦しかったです。,k
シャンプーが１日分、タオルやシーツも取替え有料というのが厳しかった。,k
部屋は広く、ベッドも予想以上に広かったです。,p
フロントまでが階段利用でしたので、キャスター付きのバッグだと、少し不便です。,k
シングルでも十分に広くて、快適です。,p
楽しみにしていた花火も見れましたし、お湯もなかなかよかったです。,p
函館駅からすぐ、朝市の目の前で立地は最高です。,p
また、フロントの対応、特に、宅配便の担当の方はとても好印象でした。,p
今回スタンダードツインの予約をしていましたが平日で空いていたのかデラックスツインに泊まらせていただきました！,p
ハブラシをなくさないようにいままで注意していたので自由に取れるようになって精神的に楽になりました。,p
海外でもそんことは無くなっている時代です。,e
食事も美味しく風呂も良かったです。,p
次回この部屋を利用する方のためにもチェックしておかれればと思います。,y
初め、部屋での無線LANが調子が悪かったのですが、フロントへ連絡すると、すぐに対応>してくださり、ばっちりつながるようになりました。,e
周辺のことは分からなかったのでフロントの方に尋ねると親切に教えてくださいました♪,p
コーヒーとアメニティのサービスが良かったです。,p
扱いづらい面は多々あるのですが、値段・立地・朝食、そしてコーブ照明に惹かれてまた利用すると思います。,e
部屋のサイズ、清潔感すべて満足です,p
また、タクシーが常駐していなく高額（？）な手数料を取られました。,k
非常に便がよく、動きやすい立地でした。,p
物として悪くはありませんでしたが、数泊する場合は使いなれた物を持ち込んだ方が無難だと思いました。,k
本館に泊まりましたが立体駐車場の音が気になった。,k
サウナや露天風呂もあり、とても東京の中心にあるホテルとは思えないほどリラックスできます。,p
今回のプラン価格（約4100円）であれば価格比はいいと思います。,p
料金を改めてキーカードを差し込んで支払う方法は正直面倒です。,k
朝食付なのはありがたいのですが、朝食会場が非常に狭く混み合う9時には席がなく、すごく狭いテーブルに相席でした。,e
ただし、朝食は薄味で私の口にはあいませんでした。,k
ロビーには、三味線の芸者がおり和みました。,p
大きいお風呂はとても素晴らしいのに、小さい方は・・・？と思うほどギャップがありました。,e
とても気に入っています。,p
場所は駅から見えてわかりやすい。,p
格安プランで部屋はどんなのかと思っていましたが、２人で宿泊するには狭いながらも内装も楽しい飾りつけで良かったです。,p
しかし、東京駅構内から長距離移動して京葉線に乗り換えが必要であり、各駅停車しか停まらない潮見駅という立地条件については不安が残りました。,k
あと製氷機があったのは非常に便利だった。,p
いまどき喫煙の部屋は要らないのではないでしょうか。,y
フロントの方の対応がとてもよかったです。,p
駅チカなので、周辺に食事処やコンビニもあり、フロントで周辺マップもいただいたので不自由なく過ごせました。,p
フロントの対応が素早く丁寧ですね。,p
部屋も綺麗で大浴場も満喫できました。,p
またロフトについても子供が大変喜んでいました。,p
特に私は屋上露天風呂が大のお気に入りです。,p
部屋も、小さい子どもがいたので、２つに仕切れるところが大人も助かりました。,p
東京駅前の日本橋アパホテルの立地位置と、当ホテルの新しく清潔な内容と比較して、次回の利用方法についてはちょっと微妙なところも残ります。,k
洗面所などの掃除はしっかりされてましたので、使用上の問題はありません。,e
ホテルの方には丁寧に対応していただき、「楽天でキャンセルをお願いします」といわれキャンセルしようとしましたが、深夜３時の時点で「過去の予約」となっており、キャンセルができませんでした。,k
大変満足しました。,p
残念でなりません。,k
フロントの対応もよく、大浴場がある、朝食も種類は少ないながら品切れしないよう気が使われているなど、ビジネス目的での利用としては、全般的に大変満足でした。,p
お部屋もキレイでしたし、レディースプラント言うこともあり、備え付けのシャンプーやボディーソープ等とても良かったです。,p
料理はおいしかったです。,p
車利用なら申し分ないと思います。,p
大浴場は古くて暗くて家内は一人で怖かったといっています。,k
贅沢を言えば、乾燥しがちなので加湿器の備え付けがあれば、また、シャンプーとリンスは別のものがあればと思います。,k
総合評価は、満足です。,p
洗面器の裏の汚れが目立ちちょっと嫌でした。,k
＜○なところ＞・行き届いたサービス。,p
いつも親切な対応に感謝しております。,p
ご主人の軽妙なトークが、このペンションの最大の特徴ですね、楽しく過ごせました。,p
楽天トラベルからの予約について、予約が入ってない様でチェックインの際にどこから予約・料金プランなど聞かれ、携帯予約画面まで見せたのに戸惑いました。,k
フロントのスタッフには良く対応していただきとても感謝しております。,p
洗面所の清掃も髪が落ちていたり気持ち悪かった。,k
温かいものがあってもよかったかなあと思いました。,y
惜しむらくは禁煙部屋がすぐに埋まってしまい、泣く泣く他のホテルに泊まることが多々あること…,k
フロントの方はいつも感じがよいです。,p
料金を考えると、バイキング形式の朝食がついているのはお得だと思いました。,p
お風呂が広くて、のんびりできるのが一番気に入っています。,p
浴室に毛髪とその他の毛が落ちており、流したので問題は無かったのですが、気持ちの良いものでは無かったです。,k
お部屋の広さに驚きました。,p
近くにローソン１００円ショップがあるところと、ロビーにあるＰＣが使えるところはよかったです。,p
お夕飯も翌日の朝食も大変おいしくいただきました。,p
禁煙フロアは８，９，１０階と眺望が良い。,p
７階のお風呂からの景色もよく、女性の方は特に日が落ちる前（富士山がよく見えます）のお風呂がオススメだと思いました。,p
コストパフォマンスは文句なしです無料の朝食であの種類の多さには感動ものでしたパンがとてもおいしかったですまた利用したいと思えるホテルでした,p
立地が悪すぎる。,k
夜遅い時間でしたが、チェックインできました。,p
がっかりは１つ。,k
同じ宿泊料金を支払いしてるのに、手抜きし過ぎである。,k
５つ星！★★★★★,p
立地、金額、ベッドの大きさ、部屋の清潔感、従業員の応対、全て今イチバンお気に入りのビジネスホテルです。,p
朝の食堂も厨房スタッフなど愛想も悪く、表にいるお姉さん以外、挨拶すらちゃんとできていない。,k
いつも利用していますが、部屋はきれいでとても満足しています。,p
フロントの方の対応は、大きなホテルにはない「親しみやすさ」を感じました。,p
食事、部屋、接客、立地ともすべて満足のいくものですが、下の施設との絡みで、何となくエレベータが遅すぎて不便に感じました。,k
マッサージを利用する際に、代金をお部屋付けにできるのを部屋にあるパンフレット等に書いておいたほうがいいと思います（もし書いていたらすいません）。,y
エレベーターが中央にしかなく、お部屋が端の方だったので、子供をつれての移動がちょっと大変でした。,k
結局、もう一部屋取り直しました。なんか、騙された感じです。,k
大きなホテルですので、迷うことなく到着できました。,p
ウエルカムドリンク（つまみ含む）、駅までの送迎、朝食メニューの豊富さが当ホテルの平均点を押し上げています。,p
規模が大きく清掃も大変なんでしょうが、ホテルの評価を下げないよう、きちんとしてもらいたいものです。,y
立地がよく高崎駅周辺では一番良く思えます。,p
10階の部屋を用意して頂き、見晴らしも良く、他の階の喧噪も気になりませんでしたが、エレベーターが１台しかなく、待たされることが気になりました。,e
廊下の音は良くきこえます。,k
お店の方は子供にすごく気を配って下さり、感謝しております。,p
ただ照明の加減か、何となく薄暗いイメージがあるのがマイナスか。,k
以上は、他の宿泊客とのタイミングで、ホテル側に対するお願いではありませんが、一点のみ、１階の売店及び飲食店の閉店時間が早く、寝酒を一杯と思っていましたがそれが出来ずちょっと不便を感じました。,k
できれば改善して欲しいです。,y
立地は大変都合がよかったです。,p
宿探し中に見つけたこのプランは2名利用で目を疑う価格でした。,p
河原町や寺町をブラブラしたいと思っていたので、そう言う意味では立地は最高でした。,p
とてもお値打ちなプランだったので、なんだかこちらが申し訳なってしまうくらい新しく立派なホテルでした。,p
チェックイン時のフロントで「ゆっくり休んでください」と声をかけていただき嬉しかったです。,p
ただ、朝食も含めて味はバッチリです！,p
今後の改善に期待してます。,y
フロントの方々はとても感じが良く、有りがたいです。,p
サービスなのか、シングルに空きがなかったのかよくわかりませんが、これが普通なら絶対お得です。,p
宿泊費もリーズナブルで、朝夕ご飯付きはとてもありがたいです。,p
東京をあまり知らない母の一人旅に安くて便利なホテルないかと頼まれ予約し、とても満足して帰ってきました。,p
１２月２７．２８高鷲スノーパークにスノーボード旅行でこちらに宿泊しましたスノボで疲れた体を、木の温もりを感じるログハウスの部屋が癒してくれました夕食は量も適量でアボガドの豆腐や木苺の食前酒、ご主人の手打ちそばなどすべておいしかったです☆,p
朝食も3種類ありボリュームも満足です。,p
ただテレビの画質が非常に悪かったです。,k
露天風呂は雰囲気がありますちょっと狭いかなご飯は夜食をルームサービスをとりましたがおいしかったです。,e
駐車場もホテルの下と道の反対側にあり、余裕がありました。,p
ベットの枕が良くなかった。,k
フロントの方もテキパキしていて掃除も行き届きマットレスも心地よく、非常に快適でした。,p
ビジネスなのに大浴場、しかも温泉なんてありがたいですね。（そこで決めたのですけど）,p
